,ID,NFTREP_V1,SPEAKER_ETHCC_PARIS23,STUDY_GROUP_HOST_C2_22_23,ETHCC_23,FUND_AUTHOR,STUDY_GROUP_HOST_360_22,STUDY_GROUP_HOST_FUND_22_23,SPEAKER_BARCAMP_PARIS_23,BARCAMP_PARIS_23,TEAM_BARCAMP_PARIS_23,FUND_MOD_1,FUND_MOD_2,FUND_MOD_3,FUND_MOD_4,FUND_MOD_5
172,0x1104ff3b334316a3c0c28a8df6fc937858ba6d5d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173,0xc8c1c071eaa8792fb1ee0a638bc26c747f4b1764,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
174,0x65c85873de311a92e993fe5c857623cc5c4bd55a,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
175,0x42fb38c130083ba1976665b7964244d0530f6e3b,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
176,0x1378b43fd789b6b243f2b81168ad05131791462e,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
177,0x6e20f1b46d4164d707e8342f941302b2197bbe47,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
178,0xad8853c128116a4c91d6d39eb3db39ec4368dcc6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
179,0x33878e070db7f70d2953fe0278cd32adf8104572,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
180,0x6ac0c22198d53682277c57a53602dc0e0d95b840,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
181,0xc4630b2ac97c0297599db9a6b9a8a8a23856defb,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
182,0xc6837f9d06d95fa90cf91a6dd6bb8cb51bfcfc59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,0x06a4974834fad8c21ae1edb09b1e7d971478afa6,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
184,0x078da083d361b52206b3882fb4bac67f865444ca,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
185,0x66d9dfddc3ad45d6383d5b9e9354f60bc9d16a8e,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
186,0x821c590817b28f940a04e5d02b5e9a62c5a1772f,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
187,0xb3274ec870533044dc8c7808da21ef7588fea262,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
188,0x2bf034eccebc8cd60dab9c249b6c2996dcb7d8ec,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
189,0xdacf1065b12849298dc5b47ece9553094000074f,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
190,0x32b1b09f43df40897e5677e2d6d0a009ca45ace8,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
191,0x6672f8789c54b49c596e6e7ca3a72726fc4c400e,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
192,0x25d837a43b70f517cb9a437f93d47d3a136970a9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0x86e0d24e94bc2a179111d6a644c0f49855dc5b9a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0xd5a1abd554391a7cdf7d5da035a30200fc554779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0x42f09c7615cff2ef232219fe968b30a446e2ee27,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
196,0x7bb40e06bf466e224bdbc434a41b4389802e5948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0x260b6232edac26f256b4dc52d5ac05dc875f3e58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0x1896cd2c54edc8ab0d6e43c6c7107ac9ea7c8163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0xb9eb8b4cbdadbf0ed7a3e65b10f8a31b4a7671ef,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,0x4ab1e3bd6746bedf6e66ea732e1fe588507faef5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0xfe377025afdacedcebe925ba463d5dc0ed2de45b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0xa88e04c2d42b3be8c77cecae36722d870cee80a9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0xb7a16e547edbf284387ae6895588d85b27bdde26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0x147d43cea86fa2ea218e378859923aa8e0bddd8d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0x852b8763ecb27beddc190d1792029bc17fd5439a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
207,0x5a4e9bb1f224e8254c1d63e90de34e8572f8dc71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0xd3c0c07dafe5bf50caad420503361c017e8edc27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0x77b476429826c5ba77885d08f272d89d8f1ed0e4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0x2dacc72a6327e5b384a18ccaf6ea610a24fa174d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0xb2b327e7258b14f38c0878ad2d42e274a0a4d653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0x32ec80abb502dda08b433c2d3d24ef3a69be96ec,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
213,0x08ed8c1236df25efd6a1819cb2ab36ddae4f46e5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0x93201cff3ada1dbb77038ede3fa71e75a1bbeba8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0x1f5127ac29f61588428568932caa0d40bd3d940e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0xd2bc5cb641ae6f7a880c3dd5aee0450b5210be23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
217,0x14ebcec65c50dd3f3e37f1a78c88e858b9f2af67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,0xe18d2f0c230805cc535eb264d11fffd07d781aa7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,0x320d5f7703ac16e79e95d055757b4555a2b7c903,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
220,0x1e382a144bf9ed07e64d9b6d7bc57213c0ad9900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,0xb0fb5cb37b834a9b6d1df88f909690003a711406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,0x703fbd74399f71103604e3c7ea9f54cbb43f718a,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
223,0x4aed006c0235312a56da3bce1dab9cae0f3f95a9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
224,0x77b175d193a19378031f4a81393fc0cbd5cf4079,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225,0x7ef7120d7116e77cddbbc70e83db8f1914db5b63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
226,0xb5852bafe547e3a14e76e2d2ecb134fea8dd60d9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,0xe936e8faf4a5655469182a49a505055b71c17604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,0xc8bf162929af3d8c73d1a8ef58b8a9b084763480,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,0x6c02ff3a875c1eed933860a9adff4288d41f5dd3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
231,0x4536bbf27aee5915821d790d72a96bf2cd58aaca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
232,0xe51200a4d161935fc311ed8a0401feb1abf20e3a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,0x456348964c2db1edd67450b920c7e7ab01425c5f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,0xb148d8433fef47606a3f7db5beebf9a67edd9542,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
235,0x434f5325ddcdbbfcce64be2617c72c4aa33ec3e7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
236,0x17617ef20f525d2e194ea33988c3b497d0f6f4fe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
237,0x89c4efdcea57e9a74e94cc15890e9193d8c7a0bb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,0x970e3868a94e06e604b1705a0238c1331afc276a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
239,0xa1facffe2171c76795f751bb96fdb7e6c60a3ffc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,0xb1a64cddc6398aa187c67b691b7c5f10828f42f5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
241,0xf208034ea8566224f8b1d161451d05348e0a53c2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
242,0x839551ad5cd3a17061eb11a3fbb6141293eb92a2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
243,0xa775c775feb740d15da78d572a1caccbccc7a0f6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,0x68f6f2db8d5d28fb7d837675781c2d391f5f02c0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
245,0x538434a71701b5b834d7684b11e5cc5780cde21c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
246,0xed83f43e646313b3828a552cb31e3990d3dc9753,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
247,0x62fa674c88351866ad3385c265613ec45fed571d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
248,0xdc1077fb0e7e7cff87be379b363b418449ed8500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
249,0xd9d035e4771d6178ff47b164b765b8c7158b08da,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
250,0x941a2f8241aa871ee713833064b0811941883043,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
251,0x3ebf3662d02872f24c3a96fc667666229a20a343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,0xd6b972af4af5d410e1c75df1ba1d7681d776caab,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
253,0x6493630e4b5f17cf2be0683754233d56844b0633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
254,0x87690be28b65f13394741c2c2be5a6bdb0505039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
255,0x329652eedfb5b4f79e83b829b81575831d43dcb5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
256,0x023136e9845063c7733fe7374f40c5f751f7f6a4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257,0x1e8c64fd8f94da1d0e23853118b7f73a7b467209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
258,0x224aba5d489675a7bd3ce07786fada466b46fa0f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
259,0x3006ef6777ccc79c3af305101fe0b3d14bd47b59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
260,0xfd7bfa756d93dc8dac38c9ecb2ccf5ab599e6899,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,0x8bb2884ee943111aa5119a36b30085a15a66c972,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
262,0x076240ea709dcd4fb142f6f05c9326eb59cb2eb8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,0x061011f04b8e8c7fbb30632e609ba0aa07421d72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
264,0xbc5b552641e5d203f0a6c230aa9dc14da7450053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
265,0xccf67669586bd9e2e2c3ff14eb72143d4a56c16e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
266,0x747e999e365be31a7df3448d5615a004e558b09a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
267,0x96250ede0d9365ca3bfc67df939aa05b44fe39eb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
268,0x986e92868a27548a31e88f7692e746cd7e86f39a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
269,0xb91bd1b99420ffea6d287103fa11e9a969cc88a7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
270,0xfa483c6f280782714813c484ea05bab55e9f81ad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
271,0x9a45b87f12e9bb97d0741b49667e4578f887d4af,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
272,0x578be284ba9d6f443fa070c5f9937a6554aab1a1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
273,0xca8d84565a4e5d721ce0bb50f3374e2afc8bba49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
274,0xca0b4fa6acd64026b6695baf0feaf1154d110909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,0xc98deb47fd457857327f2e3308b8853599a4bc5d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
276,0xa8a69a507cf45cf07047c4be7731d35dfcc55f63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,0x1cbbe9fc5520aae025945e23578d488eb5548922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
278,0x5dba530a4f06fbce2865baa35e5ffbb37ad3fd5a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
279,0xc92fae7e59fb249902c93e6977123c9465e3d083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
280,0xb14a817e75945b7ac319063bf04b24bd469dd272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
281,0xa4d338186d93a77b5a82ac8253b79050b0058275,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
282,0x7acfcd700efb046ba9064f2860a6cac3416fd6a9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
283,0x13a4575a8e33ab7b1956c48c1b03d048214ca310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
284,0x647753a2e5ededd182affde7b11141ee999f9107,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
285,0xe19548089efbb68bee55433c0cd03dc540360269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
286,0xd5a48e1fb49f5b476ccb2b2bb84298817d4bdb0b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
287,0xaa3dcae90268e07be651cfd4a2df3fda078571fc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,0x7f990adf733fa970e7d23e89ed61a6becc83e4af,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289,0x5d3a0084dcb4cbd7abccfd4cff5f3280d253a8a2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,0xdf26c161c73d4d02d53ad21863df8623db38f1ce,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
291,0xa8467ff6e714b62b6fa3ec9d666c2b1657a53aaf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
292,0xfd2edf4bed195070a6af7f60662ec2eacf7391b6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
293,0xe67c56c3d836c29cc7820ff52f28904503f7ae54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
294,0xd1595177d8cc61a6879a4593022a956e016588b4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
295,0xe6b6191a7f7033cc41d2df99b628748aed267be5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
296,0xcc449df434d886576202eef7c9ef2aa0948c310b,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
297,0xf3e0a7eb1e8fefe4d77ae7e65153a4b9ab7524fc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0x4914faf80b6593a8eac644ced7911a6dc9105355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0x5705b28907558887b023b7dae2a2fe8c28aa91f7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300,0xebefe02040c7284a30ade6e52da7e24af6884ffc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0x272b0f68c9f518d6dc8bd41240506ca1e7f46c57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
302,0xcca02de5372cb0caac425543487789eef5d17fb5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
303,0x58c58d02323af6659e8d94fe3feb14385503a8f9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
304,0x737f8c9b7c07d13c84275ee0890b592160d1f8a3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,0x9b826b0c6a6601b34f2b9f86f4bcff715e68b2eb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
306,0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
307,0x11435318c6231f730bb04c651522294021365cfc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,0x444a6e71d2f0fcb4013f987221bed7be0f6d1eb1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
309,0x577acd60f180802458a75188b74ed186087aa2b6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,0x304eb9063fa42bd7841dc7cd6644b12385caa891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311,0xab6125047f67eee034cc4ec3a1c77ee3e77bff04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,0x8bff44bbbeb73e15af02b6ca460c4255fa9291cd,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
313,0xc61221100589071804eaf2927ba351706349ce95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,0xfb343bd470bc97450470aac23002bcc8d8549911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,0x2fee53687906ba239602ed42cceee2ac8a4ada36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,0x3a95ac31729140d6ac25c80b90eceec9b929eb9e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
317,0x2879da9b66f3bd976ac2d786ad381bb9c07d4003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,0x6916683ab95b955bb73caf8bab92700a2469d758,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
319,0x53683bcb9f386823a1e77e5f1720ac633d5d871d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,0xba230c2295e4cf1a6f35dd4e4fe7437a18652f21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,0x006c4972be1366114fa7b08773fc88b6083d5d18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322,0xcd6b97e773fd588ddf9462dd7e4f9869e120acff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,0x891e02fd870432b1a8a0091f67fb8c7ca68740ff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324,0x77d40c87d423efb7ec576e80998a48377adf86df,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,0xb2821c0df0c414ff51d3e8033cba26df6aac587b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,0xfede2257dc043f53a24ac7947218bacfb0013b09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
327,0x5ce15dbcdf9a7c65ef7f31d11ccd49df4ecd860d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
328,0x4888af8f72de3c1b5a1cb1c4f6b802ad7b8e51ff,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
329,0x4a9a40b2c44b7d32ecf4e0cc66f5304518ec0a59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,0xa3fa5cbf856b10676e7e2ab2dc707a9f848c3af5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
331,0x999e054df3e888a2dd20e678a436128e1bc796cf,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
332,0x8496767a1252a4981c16456f36316222d415b458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,0xc31442c950e7151ded79386a506be868f61792ee,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
334,0x4d3b32abd5c3c6bec64fcb470e996fe843cf15d7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
335,0xb7babe35ce543e2cf2f615cb1c792a2025feb572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
336,0x98670f753c0f8dc419aae2095d13e2172ef680ac,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
337,0x1b21dcd95214f1407bffe799ce6e98be4e8fc8b8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338,0xab0dae31eb6bd328d57c9182dfb3a57b487bcca5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
339,0x68b113c12b299d376b0f6a30081bb357054f025c,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340,0x80382aeac43d7549d16d4740ffccb7ec517c51d3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
341,0xb87b03fba8d60a6eb00f1c203cb91a611e3abbfb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
342,0x3642ce3ed40832f2cb076114ee780da512e86753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
343,0xdfe435e074e9830036aea0ea5c4fc506b7a11d5f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
344,0x4d6caa3e0983fac7b514d60339ebb538c5a85aae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,0xeedb3e3cfd977cb9f00dadecf7cc80650e06c857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
346,0xa573ed241036d43c3e8a7b01d5721af0ed824746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
